Grupo  ,Subgrupo,Nombre ,Energía,Humedad,Proteína,Grasa,Carbohidratos,Fibra cruda,Ceniza,Calcio (Ca),Fósforo (P),Hierro (Fe),Vit A,Tiamina (B1),Riboflavina (B2),Niacina (B3),Vit C
Grupo  ,Subgrupo,del alimento,Kcal,gr,gr,gr,gr,gr,gr,mg,mg,mg,ug,mg,mg,mg,mg
Vegetales y derivados,Verduras,Ulupica,90,77.07,4.69,0.6,16.52,5.36,1.12,28,26,2.9,90,0.07,0.34,2,46
Vegetales y derivados,Verduras,Vainitas,46,88.4,2.03,0.28,8.88,3.8,0.41,78,46,1.6,28.4,0.09,0.3,1.02,10.5
Vegetales y derivados,Verduras,Verdolaga,32,91.05,2.81,0.43,4.31,3.5,1.4,98.2,389,1.8,289,0.02,0.11,0.62,13.9
Vegetales y derivados,Verduras,Zapallito,23,93.01,0.98,0.25,4.12,0.9,0.64,26.7,35,0.94,110.2,0.12,0.38,0.6,26
Vegetales y derivados,Verduras,Zapallo maduro,37,90.4,1.12,0.3,7.35,1.28,0.83,29.6,33.5,0.7,189.6,0.25,0.42,0.5,8.9
Vegetales y derivados,Verduras,Zapallo maduro (joco),59,84.79,2.67,0.18,11.67,0.99,0.69,38.2,36.2,1.2,580.4,0.56,0.09,0.62,8
Vegetales y derivados,Raices y tubérculos,Ajo,158,59.7,4.8,0.47,33.52,0.69,1.5,36.8,155,1.5,0,0.23,0.18,0.39,10.22
Vegetales y derivados,Raices y tubérculos,Ajo pasta,140,63.84,4.52,0.42,29.55,0.92,1.67,20.8,164,1.5,0,0.22,0.17,0.36,10.36
Vegetales y derivados,Raices y tubérculos,Camote (batata) amarilla,123,68.22,1.66,0.33,28.29,0.94,1.5,33.4,65.7,0.85,280,0.09,0.04,1.3,19.3
Vegetales y derivados,Raices y tubérculos,Camote (batata) blanca,101,74.52,1.57,0.22,23.06,1,0.63,18.5,37,1,68.1,0.09,0.03,0.6,23
Vegetales y derivados,Raices y tubérculos,Cebolla blanca cabeza,46,87.85,1.52,0.22,9.54,0.97,0.87,45.6,42.5,1.02,5.3,0.05,0.38,0.03,13.51
Vegetales y derivados,Raices y tubérculos,Cebolla morada cabeza,40,90.02,0.96,0.21,8.49,0.48,0.32,29,35,0.6,8,0.04,0.07,0.4,5
Vegetales y derivados,Raices y tubérculos,Cebolla hojas,27,92.92,1.64,0.1,4.79,1.07,0.55,44,38,0.12,168,0.06,0.3,0.6,65
Vegetales y derivados,Raices y tubérculos,Cebolla tallos,31,91.82,1.31,0.12,6.29,1.3,0.46,27.8,33.2,0.45,0,0.05,0.06,0.45,14.3
Vegetales y derivados,Raices y tubérculos,Cebolla puerro,64,83.41,1.59,0.23,13.98,1.32,0.79,54.7,52.4,1.29,12.1,0.08,0.07,0.61,15.69
Vegetales y derivados,Raices y tubérculos,Llullucha alga de rio,358,6.31,25.38,0.75,62.45,9.8,5.11,107.5,258,19.6,10,0,0,0,0
Vegetales y derivados,Raices y tubérculos,Maca (tubérculo),348,11.4,13.65,1.55,69.78,8.41,3.52,245.1,193,15.66,10,0.21,0.33,0,2.85
Vegetales y derivados,Raices y tubérculos,Maca extracto de,45,88.41,2.78,0,8.5,0,0.31,51.2,16.6,0.25,0,0,0,0,0.96
Vegetales y derivados,Raices y tubérculos,Maca deshidratada,366,6.29,15.6,1.99,71.36,8.62,4.76,256.3,192,18.62,0,0.31,0.59,0,5.23
Vegetales y derivados,Raices y tubérculos,Maca harina precocida,367,5.95,10.45,1.66,77.51,4.22,4.43,223.2,185.2,18.99,0,0,0,0,4.36
Vegetales y derivados,Raices y tubérculos,Maca hojas deshidratadas,372,4.66,12.68,1.01,78.09,6.69,3.56,133.6,260.3,26.23,15.06,0,0,0,3.56
Vegetales y derivados,Raices y tubérculos,Nabo,27,92.51,1.59,0.12,4.97,0.85,0.81,21.3,39.8,2.89,0,0.04,0.05,0.69,25.13
Vegetales y derivados,Raices y tubérculos,Oca,63,83.9,1.6,0.59,12.7,0.94,1.21,28.9,37.8,1.26,1.2,0.06,0.15,0.42,36.8
Vegetales y derivados,Raices y tubérculos,Oca deshidratada (caya),332,14.91,4.62,1.09,75.88,3.65,3.5,54.6,173.2,8.98,0,0.05,0.08,0.79,1.65
Vegetales y derivados,Raices y tubérculos,Papa harina variedad chiarimilla,362,7.07,5.65,0.28,84.28,1.12,2.72,17,25,2.3,0,0.18,0.1,1.03,20
Vegetales y derivados,Raices y tubérculos,Papa luki con cáscara,120,71.22,2.74,1.04,24.81,0.86,1.23,31.3,49.7,1.65,0,0.1,0.06,1.09,19.2
Vegetales y derivados,Raices y tubérculos,Papa luki sin cáscara,112,72.36,2.52,1.01,23.16,0.51,0.95,35.3,43.3,1.39,0,0.98,0.03,1.08,15.26
Vegetales y derivados,Raices y tubérculos,Papa sani Ymilla,78,79.86,2.43,0.11,16.75,0.25,0.85,7.3,30.5,1.23,0,0.08,0.06,1.09,10.55
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad totorena,63,83.46,2.42,0.1,13.06,0.46,0.96,7,40,1.4,0,0.08,0.11,1.26,11
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad alfa,94,75.9,2.78,0.12,20.39,0.52,0.81,8,54,1,0,0.08,0.1,1.47,21
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad gineke,97,75.32,2.71,0.12,21.23,0.48,0.62,8,47,1.1,0,0.07,0.09,1.08,18
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad rodosa,112,71.54,2.08,0.1,25.6,0.4,0.68,9,48,1,0,0.07,0.07,1.44,19
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad runa,68,82.48,1.48,0.1,15.32,0.33,0.62,8,37,1,0,0.1,0.09,1.62,12
Vegetales y derivados,Raices y tubérculos,Papa sin cáscara variedad Yani imilla,125,68.13,2.14,0.1,28.91,0.4,0.72,4,40,1.5,0,0.09,0.06,1.35,14
Vegetales y derivados,Raices y tubérculos,Papa deshidratada (chuño),349,10.8,5.62,0.32,80.83,1.85,2.43,45.6,198.7,0.99,0,0.1,0.09,3.45,0
Vegetales y derivados,Raices y tubérculos,Papa deshidratada (Tunta),354,9.75,3.21,0.23,84.8,3.85,2.01,77.2,61.2,3.98,0,0.03,0.1,2.99,0
Vegetales y derivados,Raices y tubérculos,Papaliza (Ulluco),79,79.68,1.36,0.11,18.06,0.39,0.79,4.6,27.4,1.55,5,0.04,0.06,2.85,12.36
Vegetales y derivados,Raices y tubérculos,Rábano variedad rojo,25,93.36,0.96,0.12,5.09,0.9,0.67,34,32,0.86,0,0.03,0.04,0.56,29.56
Vegetales y derivados,Raices y tubérculos,Rábano variedad blanco,26,92.89,0.9,0.11,5.35,0.98,0.75,29.6,28.4,0.72,0,0.03,0.06,0.62,36.9
Vegetales y derivados,Raices y tubérculos,Rábanito,29,92.04,1.06,0.11,5.89,0.91,0.9,38,33.5,2,0,0.03,0.05,0.46,4
Vegetales y derivados,Raices y tubérculos,Rábano hojas de,30,91.2,2.44,0.28,4.36,0.92,1.72,149,38,2.48,679,0.07,0.24,0.54,64
Vegetales y derivados,Raices y tubérculos,Racacha,110,71.86,1.18,0.19,25.82,0.76,0.95,37,43,1.2,45,0.06,0.12,0.46,18
Vegetales y derivados,Raices y tubérculos,Remolacha con cáscara,65,83.1,2.4,0.2,1.41,1.07,0.89,18.6,39.5,1.65,0,0.03,0.05,0.72,8.94
Vegetales y derivados,Raices y tubérculos,Remolacha cocida,62,83.65,1.75,0.12,13.6,1.06,0.88,15.7,36.5,1.12,0,0.03,0.04,0.46,8.45
Vegetales y derivados,Raices y tubérculos,Remolacha cruda sin cáscara,62,83.62,2.34,0.1,13.04,0.84,0.9,17.7,29,1.56,0,0.02,0.06,0.71,8.87
Vegetales y derivados,Raices y tubérculos,Yuca almidón de,366,9.34,2.49,0.82,87.14,0,0.21,110.4,106.2,0.94,0,0,0,0,0
Vegetales y derivados,Raices y tubérculos,Yuca cruda,145,66.45,1.23,0.42,34.05,1.22,0.85,45.2,39.7,1.36,0,0.05,0.03,0.07,20.22
Vegetales y derivados,Raices y tubérculos,Yuca raspada,299,24.76,2.12,0.6,71.33,2.1,1.19,94.5,109.7,0.92,0,0.06,0.15,0.8,10.4
Vegetales y derivados,Raices y tubérculos,Zanahoria cruda con cáscara,41,89.48,1.2,0.25,8.42,1.13,0.65,32,33,0.9,2660.1,0.04,0.06,0.98,4.75
Vegetales y derivados,Raices y tubérculos,Zanahoria cruda sin cáscara,45,88.32,1.19,0.22,9.58,0.76,0.69,35.3,30.2,0.62,2800.2,0.59,0.05,0.59,4.66
Vegetales y derivados,Raices y tubérculos,Zanahoria cocida,31,92.1,1.12,0.2,6.23,2.46,2.12,33.6,29.8,0.6,3156.2,0.18,0.66,0.42,1.06
Frutas y derivados,Frutas y derivados,Almendra,637,3.42,21.4,52.43,19.77,0.5,2.98,394,517,2.2,0.2,0.68,0.25,0.68,0
Frutas y derivados,Frutas y derivados,Ajipa,136,65.82,2.06,0.31,31.35,2.39,0.46,33,30,0.7,0,0.04,0.07,0.73,8
Frutas y derivados,Frutas y derivados,Aricoma,38,90.27,0.34,0.1,9.01,0.43,0.28,14,11,0.5,0,0.03,0.04,1.23,3
Frutas y derivados,Frutas y derivados,Castaña,738,2.23,16.43,72.6,4.81,0,3.93,173.8,696.9,3.61,0,0.25,0.1,3.5,0
Frutas y derivados,Frutas y derivados,Chirimoya,120,68.91,1.56,0.22,27.93,2.04,1.38,26.7,39.9,0.57,0.2,0.87,0.14,1.13,3.8
Frutas y derivados,Frutas y derivados,Ciruelo amarillo,75,81.23,0.45,0.23,17.75,0.43,0.34,16.7,27.2,0.22,35.6,0.03,0.15,0.35,18.36
Frutas y derivados,Frutas y derivados,Ciruela roja,56,85.92,0.49,0.2,13.01,0.44,0.36,12,27,0.4,15,0.04,0.15,0.43,11
Frutas y derivados,Frutas y derivados,Coco enano,278,65.95,3.1,29.33,0.32,13.49,1.3,38.2,88.4,3.1,0,0.11,0.02,0.7,2.4
Frutas y derivados,Frutas y derivados,Coco fresco,239,54.92,1.78,12.39,30.18,12.37,0.73,46,76,2.7,3,0.02,0.05,0.26,0
Frutas y derivados,Frutas y derivados,Damasco,49,87.4,1.02,0.26,10.57,0.86,0.75,16.9,28.9,0.43,470.2,0.06,0.52,0.51,10.98
Frutas y derivados,Frutas y derivados,Durazno variedad amarillo,76,80.76,0.79,0.19,17.86,0.66,0.4,10.9,52.3,0.65,9,0.04,0.07,0.61,21.62
Frutas y derivados,Frutas y derivados,Durazno variedad blanco,83,78.8,0.73,0.14,19.7,0.9,0.63,12,48.9,0.69,3,0.04,0.08,0.47,23.22
Frutas y derivados,Frutas y derivados,Durazno seco despepitado,367,5.91,3.75,0.34,87.19,0.87,2.81,36,123,2.7,36,0.04,0.03,0.52,1
Frutas y derivados,Frutas y derivados,Frutilla,40,90.22,0.82,0.42,8.22,1.02,0.32,29.3,25.4,1.22,0,0.03,0.06,0.04,85.2
Frutas y derivados,Frutas y derivados,Guayaba,75,81.2,1.1,0.6,16.4,5.5,0.7,23.2,27,0.76,15,0.04,0.04,1.46,145
Frutas y derivados,Frutas y derivados,Granada,79,80.23,0.98,0.36,18.01,2.44,0.43,11.2,32.1,0.44,0,0.07,0.4,0.92,10.44
Frutas y derivados,Frutas y derivados,Granadilla,102,73.7,2.2,0.22,22.85,3.96,1.03,11,66,0.93,7,0,0.1,1.95,17.22
Frutas y derivados,Frutas y derivados,Higo,73,81.22,1.12,0.22,16.63,1.98,0.71,52.2,17.2,0.53,22.5,0.03,0.04,0.42,20.22
Frutas y derivados,Frutas y derivados,Higo seco,331,15.22,4.22,0.63,77.02,7.2,2.91,201.2,87,9.56,24.2,0.05,0.08,1.35,2.01
Frutas y derivados,Frutas y derivados,Lima variedad boton,51,87.61,0.84,0.49,10.76,0.88,0.3,24,21,0.4,10,0.03,0.04,1.16,21
Frutas y derivados,Frutas y derivados,Lima variedad persia,50,87.76,0.75,0.5,10.63,0.95,0.36,22,18,0.4,3,0.02,0.04,0.7,36
Frutas y derivados,Frutas y derivados,Lima variedad yungas,44,89.4,0.41,0.51,9.34,0.82,0.34,21,16,0.6,3,0.02,0.06,0.7,41
Frutas y derivados,Frutas y derivados,Lima limón con membrana,41,90.2,0.5,0.41,8.71,1,0.18,36.4,24.1,0.62,4.2,0.06,0.03,0.12,49.2
Frutas y derivados,Frutas y derivados,Limón variedad común,65,83.81,0.81,0.28,14.74,1.02,0.36,46,25,0.7,24,0.02,0.04,1.25,48
Frutas y derivados,Frutas y derivados,Limón variedad rang-pur,40,90.08,0.5,0.38,8.76,0.34,0.28,23,22,0.6,84,0.03,0.04,0.44,12
Frutas y derivados,Frutas y derivados,Limón variedad rugoso,43,89.2,0.63,0.35,9.43,0.54,0.39,30,24,0.5,10,0.04,0.06,0.58,40
Frutas y derivados,Frutas y derivados,Limón variedad sutil de persia,45,88.78,0.65,0.3,9.94,0.78,0.33,34,27,0.5,75,0.04,0.06,1.3,28
Frutas y derivados,Frutas y derivados,Limón variedad vila franca,44,89.09,0.52,0.3,9.73,0.54,0.36,23,29,0.4,9,0.03,0.04,1.94,35
Frutas y derivados,Frutas y derivados,Limón sidra,33,91.5,0.62,0.2,7.29,0.33,0.39,30,24,0.5,10,0.03,0.03,0.97,30
Frutas y derivados,Frutas y derivados,Limón variedad gallego,39,90.31,0.75,0.42,8.16,0.43,0.36,21,24,0.7,13,0.02,0.04,0.47,35
Frutas y derivados,Frutas y derivados,Lujma,90,77.16,0.48,0.22,21.44,2.28,0.7,8,33,0.6,12,0.04,0.03,0.38,12
Frutas y derivados,Frutas y derivados,Mandarina variedad Owari satsuma,92,77.07,0.85,0.41,21.23,0.72,0.44,35,30,0.8,103,0.08,0.08,1.1,59
Frutas y derivados,Frutas y derivados,Mandarina variedad Scarlet,63,84.18,0.85,0.21,14.35,0.47,0.41,22,20,0.4,195,0.04,0.06,2.01,23
Frutas y derivados,Frutas y derivados,Manga variedad común,61,84.75,0.68,0.3,13.95,0.65,0.37,29.3,18.2,0.32,60.3,0.07,0.03,0.4,44.7
Frutas y derivados,Frutas y derivados,Mango,181,54.65,0.4,0.23,44.29,0.73,0.43,10.9,13.6,0.7,521.3,0.04,0.05,0.5,43.26
Frutas y derivados,Frutas y derivados,Manzana con cáscara,74,81.4,0.28,0.2,17.77,1.26,0.35,9,13,0.8,7,0.04,0.04,0.31,8
Frutas y derivados,Frutas y derivados,Manzana sin cáscara,70,82.61,0.3,0.21,16.51,0.95,0.27,8,12,1,0,0.04,0.04,0.31,2
Frutas y derivados,Frutas y derivados,Manzana deshidratada,379,5.41,2.67,1.32,89.15,4.9,1.45,60,75.3,3.44,0,0.05,0.16,0.29,19
Frutas y derivados,Frutas y derivados,Melón,30,92.1,0.65,0.12,6.68,0.39,0.45,20.2,21,0.89,101.2,0.04,0.03,0.61,26.3
Frutas y derivados,Frutas y derivados,Membrillo variedad común,77,80.49,0.43,0.19,18.37,1.54,0.52,8,32,0.6,7,0.04,0.04,0.38,11
Frutas y derivados,Frutas y derivados,Naranja variedad agria,49,87.66,0.61,0.2,11.12,0.82,0.41,36,26,0.7,4,0.04,0.12,0.52,57
Frutas y derivados,Frutas y derivados,Naranja variedad agridulce,54,86.45,0.47,0.23,12.49,0.62,0.36,37,22.3,0.35,31,0.04,0.03,0.32,62.21
Frutas y derivados,Frutas y derivados,Naranja variedad criolla,58,85.26,0.48,0.19,13.66,0.42,0.41,32.3,21.6,0.45,35.1,0.05,0.04,0.3,56
Frutas y derivados,Frutas y derivados,Naranja variedad pera bahia,63,84.23,0.38,0.21,14.82,0.42,0.36,29.6,23.1,0.55,28.4,0.04,0.05,0.43,57.9
Frutas y derivados,Frutas y derivados,Naranja variedad valencia,64,83.9,0.42,0.23,15.09,0.51,0.35,26.9,24.3,0.4,26.9,0.04,0.06,0.48,58.23
Frutas y derivados,Frutas y derivados,Naranja variedad washington,55,86.4,0.61,0.22,12.76,0.51,0.36,29.3,23.2,0.41,27,0.05,0.05,42,54.23
Frutas y derivados,Frutas y derivados,Naranja dulce,58,85.4,0.6,0.2,13.46,0.69,0.37,38.9,21,0.22,36.4,0.02,0.01,0.42,57.3
Frutas y derivados,Frutas y derivados,Naranja variedad thompson,59,85.03,0.81,0.2,13.45,0.4,0.51,27.6,28,0.7,19,0.06,0.04,0.42,48
Frutas y derivados,Frutas y derivados,Nispero,104,75,0.5,1.1,23,1.6,0.4,24,14.3,1,87.6,0.02,0.06,0.4,13.2
Frutas y derivados,Frutas y derivados,Nuez,635,4.05,13.8,51.76,28.55,2.98,1.84,91,370,4.3,10,0.24,0.52,3.1,3
Frutas y derivados,Frutas y derivados,Pacay,69,82.7,0.86,0.2,15.88,0.9,0.36,6,13,0.6,0,0.05,0.06,0.84,17
Frutas y derivados,Frutas y derivados,Palta variedad pequeña,145,78,1.5,12.3,7,1.14,1.2,19,46,0.9,14,0.05,0.07,0.84,13
Frutas y derivados,Frutas y derivados,Palta variedad grande,155,76.7,1.62,13.4,6.98,1.1,1.3,9,72,1.1,16,0.04,0.13,0.41,18
Frutas y derivados,Frutas y derivados,Palta variedad mediana,146,77.3,1.6,11.9,8.1,1.45,1.1,20,54,1.2,23,0.07,0.15,1.2,16
Frutas y derivados,Frutas y derivados,Papaya variedad amarilla,54,85.86,0.48,0.1,12.82,0.7,0.74,24,21,0.6,86,0.03,0.04,0.3,56
Frutas y derivados,Frutas y derivados,Papaya variedad rosada,47,87.93,0.46,0.1,10.99,0.64,0.52,22,15,0.4,95,0.03,0.04,0.34,44
Frutas y derivados,Frutas y derivados,Pera,72,82.08,0.33,0.2,17.11,1.44,0.28,10,25,0.6,0,0.03,0.05,0.27,7
Frutas y derivados,Frutas y derivados,Peramota,81,79.64,0.35,0.2,19.49,2.74,0.32,27,27,0.7,0,0.04,0.05,0.31,5
Frutas y derivados,Frutas y derivados,Pera deshidratada,376,4.88,3.17,0.4,89.97,9,1.58,44,87.36,4.74,2.23,0.07,0.12,0.2,0
Frutas y derivados,Frutas y derivados,Piña ,48,87.86,0.62,0.17,11.1,0.42,0.25,18,13,0.5,11,0.07,0.05,0.28,10
Frutas y derivados,Frutas y derivados,Plátano criollo,111,72.07,1.85,0.49,24.73,0.46,0.88,10.15,37.95,0.98,29.54,0.05,0.11,0.85,9.81
Frutas y derivados,Frutas y derivados,Plátano guineo macho,109,72.56,1.33,0.5,24.86,0.4,0.75,9,29.3,0.16,28,0.04,0.17,1.02,9
Frutas y derivados,Frutas y derivados,Plátano orgánico,114,72.42,1.77,1.35,23.67,0.46,0.8,9.6,30.6,2.69,41.2,0.04,0.03,0.7,8.5
Frutas y derivados,Frutas y derivados,Plátano unabana,99,75.26,2.07,0.66,21.22,0.6,0.79,8.5,32.6,0.5,33.3,0.04,0.03,0.7,4.34
Frutas y derivados,Frutas y derivados,Plátano variedad guayaquil,113,71.45,1.44,0.24,26.18,0.42,0.69,10.3,31.6,1.4,40.2,0.04,0.07,0.56,6.3
Frutas y derivados,Frutas y derivados,Plátano variedad manzano,115,71,1.27,0.32,26.88,0.46,0.53,11,30,1.3,28,0.05,0.11,0.85,3
Frutas y derivados,Frutas y derivados,Plátano manzano deshidratado,374,5.13,3.71,1,87.61,3.4,2.55,51.02,142.2,3.9,104,0.03,0.16,0,0
Frutas y derivados,Frutas y derivados,Plátano variedad postre,182,54.3,1.22,0.39,43.3,2.48,0.79,8,34,0.9,46.1,0.07,0.09,0.8,10
Frutas y derivados,Frutas y derivados,Plátano variedad seda,86,78.29,1.18,0.2,19.84,0.46,0.49,9,38,0.8,9,0.07,0.14,0.98,7
Frutas y derivados,Frutas y derivados,Plátano común deshidratado,362,8.68,5.32,1.76,81.13,0.65,3.11,68.4,128.3,2.85,49.4,0.04,0.03,0.7,4.83
Frutas y derivados,Frutas y derivados,Plátano harina,376,7.07,5.14,3.41,81.16,2.26,3.22,33,78,2.3,36,0.06,0.24,2.7,55.5
Frutas y derivados,Frutas y derivados,Plátano harina bananina,412,8.86,5.34,0.38,96.84,1.9,2.92,27,107,4.4,6,0.06,0.24,2.7,0
Frutas y derivados,Frutas y derivados,Plátano verde harina,361,8.81,3.25,0.57,85.63,0.9,1.74,21,54,5.1,17,0.05,0.15,1,1
Frutas y derivados,Frutas y derivados,Sandía,37,90.45,0.52,0.13,8.55,0.14,0.35,8.1,7.9,0.3,65.3,0.03,0.04,0.26,7.23
Frutas y derivados,Frutas y derivados,Tamarindo,318,8.53,4.8,0.65,73.22,3,2.8,108,101,2.6,0,0.44,0.16,2.1,4
Frutas y derivados,Frutas y derivados,Toronja blanca con membrana,54,86.43,0.75,0.2,12.23,0.86,0.39,24.3,25.1,0.13,0,0.03,0.03,0.3,34.2
Frutas y derivados,Frutas y derivados,Toronja rosada con membrana,54,86.37,0.51,0.2,12.5,0.3,0.42,22.2,20.5,0.16,7,0.04,0.06,0.56,25
Frutas y derivados,Frutas y derivados,Toronja rosada sin membrana,37,90.58,0.53,0.2,8.38,0.2,0.31,13,25,2.4,3,0.02,0.04,0.64,31
Frutas y derivados,Frutas y derivados,Toronja blanca sin membrana,44,88.9,0.56,0.2,10.03,0.21,0.31,14,20,0.22,0,0.04,0.06,0.6,36.5
Frutas y derivados,Frutas y derivados,Tumbo,67,83.2,0.98,0.53,14.68,6.46,0.61,12,35.2,0.7,97.2,0.03,0.04,0.51,55.2
Frutas y derivados,Frutas y derivados,Tuna variedad amarilla,70,82.45,1.06,0.16,16.03,6.32,0.3,34,20,0.5,5,0.03,0.02,0.3,17
Frutas y derivados,Frutas y derivados,Tuna variedad blanca,66,83.65,1.14,0.25,14.69,2.38,0.27,23.5,21.4,0.51,4.4,0.02,0.03,0.51,16.4
Frutas y derivados,Frutas y derivados,Uva variedad blanca,70,82.61,0.69,0.47,15.84,0.32,0.39,24.2,35.6,0.94,0,0.03,0.04,0.58,15.3
Frutas y derivados,Frutas y derivados,Uva variedad rosada,73,81.84,0.76,0.47,16.35,0.47,0.58,18,16,0.8,0,0.04,0.05,0.49,4
Frutas y derivados,Frutas y derivados,Uva pasa variedad negra,333,15.38,2.9,0.32,79.71,1.3,1.69,59.4,76.4,2.99,0,0.1,12,0.6,7.2
Frutas y derivados,Frutas y derivados,Uva variedad negra,238,78.21,0.48,0.4,58.12,0.38,0.34,13,33,0.8,12,0.05,0.04,0.44,3
Aceites y grasas,Aceites y grasas,Aceite de soya y girasol,900,0.05,0,99.95,0,0,0,0,0,0,11.9,0,0,0,0
Aceites y grasas,Aceites y grasas,Aceite de girasol,897,0.33,0,99.67,0,0,0,0,0,0,0,0,0,0,0
Aceites y grasas,Aceites y grasas,Aceite de oliva,894,0.67,0,99.33,0,0,0.037,0,0,0,0,0,0,0,0
Aceites y grasas,Aceites y grasas,Aceite de palma de motacú,898,0.2,0,99.8,0,0,0,0,0,0,0,0,0,0,0
Aceites y grasas,Aceites y grasas,Aceite vegetal,894,0.07,0,99.29,0,0,0.02,0,0,0,2,0,0,0,0
Aceites y grasas,Aceites y grasas,Cebo,895,6.4,0,99.4,0,0,0.1,0,0,0,0,0,0,0,0
Aceites y grasas,Aceites y grasas,Manteca de cerdo,900,0.35,0,99.99,0,0.04,0,0,0,0,0,0,0,0,0
Aceites y grasas,Aceites y grasas,Manteca vegetal,899,0.06,0,99.1,0,0,0.01,0,0,0,10,0,0,0,0
Aceites y grasas,Aceites y grasas,Margarina,724,6.78,0.69,80.09,0,0,0.05,5,3,0.9,84,0.02,0.11,0.41,0
Pescados y mariscos,Pescados y mariscos,Boguitas cocidas sin hueso,90,77.72,18.42,0.8,2.18,0,0.88,64,118,2.9,10,0.05,0.1,5.61,0
Pescados y mariscos,Pescados y mariscos,Boguitas enteras fritas,148,67.8,18.44,6.02,4.9,0,2.84,591,185,1.6,16,0.04,0.21,7.26,0
Pescados y mariscos,Pescados y mariscos,Camarones de agua dulce (cocido),134,68.5,16.69,3.2,9.57,0,2.04,59.8,0,0,15,0,0,0,0.2
Pescados y mariscos,Pescados y mariscos,Carachi cocido,99,76.02,19.15,1.32,2.6,0,0.91,79,141,2.4,0,0.04,0.18,4.23,0
Pescados y mariscos,Pescados y mariscos,Carachi frito,139,70.65,19.46,5.28,3.47,0,1.13,75,150,1.9,21,0.05,0.23,4.73,0
Pescados y mariscos,Pescados y mariscos,Carpa cocida,137,71.26,19.09,5.05,3.74,0,0.86,20,167,2.3,0,0.13,0.13,4.23,0
Pescados y mariscos,Pescados y mariscos,Carpa frita,143,71.25,19.88,6.4,1.54,0,0.92,20,173,2.3,41,0.05,0.17,7.53,0
Pescados y mariscos,Pescados y mariscos,Harina de ispi con huesos,397,16.51,49.06,14.11,18.5,0,1.82,2350,1048,29.4,118,0.16,3.46,2.2,0
Pescados y mariscos,Pescados y mariscos,Ispi cocido con huesos,115,72.9,20.52,3.69,0,0,2.89,916,252,2.3,94,0.08,0.4,5.33,0
Pescados y mariscos,Pescados y mariscos,Ispi fresco,123,73.37,17.59,5.47,0.73,0,2.84,1123,310,3.53,53.3,0,0,4.07,1.2
Pescados y mariscos,Pescados y mariscos,Ispi frito con huesos,193,61.76,21.72,11.58,0.46,0,4.48,960,291,2.3,102,0.07,0.58,4.9,0
Pescados y mariscos,Pescados y mariscos,Ispi negro salado (crudo),215,48.13,30.95,8.42,3.96,0,8.54,1243,337,13.55,28.99,0,0,4.68,0
Pescados y mariscos,Pescados y mariscos,Ispi seco,430,10.48,54.13,22.06,3.72,0,9.61,2403,373,12.66,91.78,0.25,2.4,6.13,0
Pescados y mariscos,Pescados y mariscos,Mauri cocido,162,69.32,19.09,8.5,2.35,0,0.74,61,152,1.7,125,0.03,0.24,3.86,0
Pescados y mariscos,Pescados y mariscos,Mauri frito,168,68.98,19.62,9.42,1.22,0,0.76,61,121,2,113,0.04,0.24,4.1,0
Pescados y mariscos,Pescados y mariscos,Misquincho (pescaditos fritos),519,14.65,10.87,40.22,28.31,0,5.95,652.6,234.6,3.9,38.1,0,0,0,0
Pescados y mariscos,Pescados y mariscos,Ovas de pescado,102,78.69,10.52,4.4,5.07,0,1.32,0,0,0,0,0,0,0,0
Pescados y mariscos,Pescados y mariscos,Pejerrey cocido sin huesos,84,79.66,18.56,1.04,0.06,0,0.74,68,95,1.6,0,0.01,0.08,5.4,0
Pescados y mariscos,Pescados y mariscos,Pejerrey frito con huesos,144,69.96,18.62,6.55,2.63,0,2.24,481,271,1.4,6,0.02,0.1,8.16,0
Pescados y mariscos,Pescados y mariscos,Rana carne cruda de,91,79.42,17.46,2.36,0,0,0.76,194,113,5.5,0,0,0,1.54,2
Pescados y mariscos,Pescados y mariscos,Sábalo cocido,163,66.91,21.3,6.97,3.84,0,0.98,47,147,4.3,0,0.02,0.16,4.1,0
Pescados y mariscos,Pescados y mariscos,Sábalo frito,183,63.21,22.4,8.09,5.25,0,1.05,56,168,6.2,0,0.02,0.38,5.66,0
Pescados y mariscos,Pescados y mariscos,Trucha cruda,155,71.17,18.45,9.03,0,0,1.35,17.4,199,4.5,1.3,0,0,0,0
Pescados y mariscos,Pescados y mariscos,Trucha fresca filete,109,77.05,17.27,4.44,0,0,1.24,15.2,170,0.36,27.2,0,0,0,0
Pescados y mariscos,Pescados y mariscos,Trucha ahumada,137,69.12,23.54,4.78,0,0,2.56,14.2,159.5,0.53,36.7,0,0,0,0
Pescados y mariscos,Pescados y mariscos,Trucha cocida,247,59.75,20.65,18.18,0.23,0,1.19,18,175,5.6,11,0.12,0.14,4.95,0
Carnes y derivados,Vacuno,Bazo cocido,116,72.41,18.15,1.98,6.34,0,1.12,15,173,57.6,24,0.06,0.32,1.81,0
Carnes y derivados,Vacuno,Carne magra cruda,140,71.12,20.21,6.26,0.82,0,1.01,12.3,189.7,3.7,6.09,0.1,0.26,3.74,0
